REFERENCIA;PRECIO;PRODUCTO
16830;6300;CARPETA PLASTICA FUELLE IMPRESA COCA-COLA         
16831;2100;CARPETA CIERRE CARTA GP 
16832;2200;CARPETA CIERRE OFICIO GP 
16834;2100;SOBRE BROCHE OFICIO VERT 876 OFFIESCO    
16837;14500;CALCULADORA 12DIG OFFI-FILE NS-12G                
16838;94800;CALCULADORA CASIO 570 LA-PLUS          
16839;31500;CALCULADORA CASIO COLOR MS20UC COLOR             
16841;73100;CALCULADORA CASIO FX350 LAX CLASSWIZ        
16843;9300;CALCULADORA KADIO 12D KD-100B     
16846;71300;CALCULADORA CASIO FX82 LAX CLASSWIZ                   
16848;78500;CALCULADORA CASIO FX-991 LA-PLUS2             
16849;10200;CALCULADORA KADIO 12D 3866B
16852;13700;CALCULADORA CASIO HL-815 NEGRA-COLOR                 
16853;10000;CALCULADORA CASIO HL-815-L BLANCA                 
16855;13200;CALCULADORA CASIO HL820LV-BK 8DIG                    
16856;39400;CALCULADORA CASIO MJ-120 DPLUS-BK 
16858;110700;CALCULADORA CASIO 570 LAX CLASSWIZ             
16861;28800;CALCULADORA CASIO MX-12B STDA              
16865;8200;CALCULADORA MAX MH-D 063 8 DIG BOLS/TAPA          
16866;13900;CALCULADORA MAX MH-D 252 12 DIG BOLS/EST          
16867;43000;CALCULADORA MAX T256 12D             
16868;68900;CALCULADORA MAX MX-82 CIENT 417 FUNC              
16870;51800;CALCULADORA MAX MX-D220                           
16886;3100;CD-RW SANKEY MEGAMATRIX-RIDATA                  
16889;3700;DVD RW SANKEY  8A                    
16890;700;DVD SONY-SANKEY 8A                         
16896;2800;DVD-RW SANKEY MARK                                
16897;3100;DVD-RW TDK                                        
16898;150;FUNDA CD X1                  
16900;100;FUNDA CD                                    
16902;34000;FUNDA PC-14 PULG JJ SPORT                         
16903;8100;PORTA CD-R LONA AR ACCESORIOS                    
16904;21600;FUNDA PC-010 PULG JJ SPORT                        
16905;26600;FUNDA PC-012 PULG JJ SPORT                        
16908;1000;CHINCHE X50 COLOR CORRIENTE TRITON           
16909;1700;CHINCHE BS1384 CLARK DIST                         
16910;3800;CHINCHE DOBLE 19MM X100 ARTESCO                   
16913;1100;CHINCHE INDICADOR X50 ARTESCO                     
16919;1200;CHINCHE X50 COLOR PLASTIF TRITON        
16924;700;CHINCHE ST-4052 X100P STUDMARK                    
16925;700;CHINCHE ST-4053 DORADO STUDMARK                   
16927;2600;CHINCHON AR-0344 CLARK DIST                       
16929;4000;CHINCHON COLOR X100 GP     
16931;2800;CHINCHON CRISTAL STDO EST X40 TRITON              
16934;2800;CHINCHON TRASLUCIDO ST04056 STUDMARK         
16936;1400;CHINCHE X50 AR0898 CLARK            
16937;700;CHINCHE ST-4050 PLATA STUDMARK                    
16939;12400;CINTA BROTHER AX-10 NYLON HENRY F                 
16940;2500;CINTA CALCUL CARRET GDE 80ND ONIX                 
16941;2300;CINTA CALCUL CARRET PEQ P80ND ONIX                
16942;8300;CINTA CERA 110X74MTS P IMP CEBRA DI-MATIC         
16943;13500;CINTA EPSON 1450-1650 HENRRY F                    
16944;10200;CINTA EPSON ERC 32 PURP 651HY ONIX                
16946;6800;CINTA EPSON ERC 34-38 596 HY ONIX                 
16947;12000;CINTA EPSON FX 1050 -1170 ECON153-0 ONIX          
16948;28700;CINTA EPSON FX 2190/LQ 2090 524 ONIX              
16949;30200;CINTA EPSON FX-2190 RF SO15335 HENRY F            
16950;26800;CINTA EPSON FX890-LQ590 523 ONIX                  
16952;7600;CINTA EPSON LX300 ECONO 152-0 FX810 ONIX          
16953;13600;CINTA EPSON LX350 655HY ONIX                      
16954;13900;CINTA EPSON LX350 HENRRY F                        
16957;9600;CINTA ERC 30/34-38B NEGRA HENRY F                     
16958;187000;ANILLADORA CARTA COILSTARTER REF 8621 SISMA     
16959;10800;CINTA ERC 32 HENRY F                              
16960;10400;CINTA FX-1170 HENRY F                             
16961;21500;CINTA FX-890 NEGRA HENRY F                         
16963;10400;CINTA LX300 AZUL HENRY F                          
16965;3000;CINTA MAQUINA BICOLOR-NEGRA RANDOX                
16966;9600;PAPEL CARBON MAQUINA X100H CTA TP28 TYPING        
16967;2800;CINTA MAQUINA NEGRA R-30115 KORES                 
16968;2500;CINTA MULTICARRETA BICOLOR RANDOX                 
16969;2600;CINTA MULTICARRETA NEGRA UNIV 0MNS ONIX           
16970;10200;CINTA OKIDATA ML-390/391 RF 249HY ONIX            
16971;16100;CINTA TECMA 1650 RF 507HY                         
16973;8700;CINTA BROTHER CE-60 REF 165 ONIX                  
16975;5700;CUAD COS THE SIMPSON 100H R-1-2-3 NORMA         
16979;3800;CINTA AISLANTE 10X19MM X1 COLOR STDO TESA         
16982;2300;CINTA AISLANTE 18MMX5M NEGRA TESA                 
16983;6100;CINTA ANCHA 48X100 BASIC TRANSP TESA              
16984;4600;CINTA ANCHA 48X100 TRANSP JK-ALLTAPE                     
16985;9200;CINTA ANCHA 48X100 TRANSP TESA                    
16987;11800;CINTA ANCHA 48X200 BASIC TRASP TESA               
16988;9200;CINTA ANCHA 48X200 TRANSP JK-ALLTAPE                      
16989;15800;CINTA ANCHA 48X200 TRANSP TESA                    
16990;2500;CINTA ANCHA 48X30 BASIC TRANSP TESA               
16992;1700;CINTA ANCHA 48X30 TRANSP JK                       
16993;3600;CINTA ANCHA 48X30 TRANSP TESA                     
16994;13600;CINTA ANCHA 48X300 TRANSP JK-ALLTAPE                      
16996;1400;CINTA ANCHA 48X30-1 CAFE JK                       
16997;3200;CINTA ANCHA 48X40 BASIC TRASP TESA                
16998;4400;CINTA ANCHA 48X40 MARRON TESA                     
16999;4400;CINTA ANCHA 48X40 TRANSP TESA                     
17001;2100;CINTA DOBLE FAZ 1.8X2MT 1195 CLARK
17003;600;CINTA TRASPARENTE 12X20 DORICOLOR             
17005;3100;CINTA DOBLE FAZ ESPUMA 19MMX1MM BASIC TESA        
17006;11300;CINTA DOBLE FAZ ESPUMA 19MMX5MM BLANCO TESA       
17007;3400;CINTA DOBLE FAZ GDE 10M DIVER CLAS
17010;10900;CINTA DOBLE FAZ INTERIOR 18MMX1M TESA             
17012;1500;CINTA DOBLE FAZ 1.8X1MT 1193 CLARK              
17014;2500;CINTA DOBLE FAZ PEQ 2M DIVER CLAS                    
17018;12200;CINTA DOBLE FAZ TRANSP 12MMX10M TESA              
17020;3700;CINTA DOBLE FAZ INV 3/4 AR2561 CLARK             
17021;9600;CINTA DOBLE FAZ UNIVERSAL 19MMX1 5 TESA           
17022;1200;"CINTA ENMASCARAR 12X25M 1/2"" JK                        "
17023;2400;CINTA ENMASCARAR 12X25M TESA                      
17024;3100;CINTA ENMASCARAR 12X40M TESA                      
17025;1600;"CINTA ENMASCARAR 18X25M 3/4"" JK                        "
17026;3100;CINTA ENMASCARAR 18X25M TESA                      
17027;5900;CINTA ENMASCARAR 18X40M TESA                      
17028;1900;"CINTA ENMASCARAR 24X25M 1"" JK                        "
17029;4200;CINTA ENMASCARAR 24X25M TESA                      
17030;7700;CINTA ENMASCARAR 24X40M TESA                      
17031;2900;"CINTA ENMASCARAR 36X25M 1 1/2"" JK                        "
17032;6600;CINTA ENMASCARAR 36X25M TESA                      
17034;3900;"CINTA ENMASCARAR 48X25M 2"" JK                        "
17035;8700;CINTA ENMASCARAR 48X25M TESA                      
17036;9900;CINTA ENMASCARAR 48X40M TESA                      
17037;500;CINTA ESTANDAR 12X20 D0128 PLAST/CLARK            
17038;1200;CINTA ESTANDAR 12MMX20M TACO TESA                 
17039;1900;CINTA ESTANDAR 12MMX40M TACO TESA                 
17040;300;CINTA ESTANDAR 12MMX5M TACO TESA                  
17041;800;CINTA ESTANDAR 12X40 DISPENSADOR GRANDE JK        
17042;500;CINTA ESTANDAR 12X40-1 DISPENSADOR PEQ JK         
17043;2400;CINTA ESTANDAR 18MMX40M TACO TESA                 
17044;2900;CINTA ESTANDAR 24MMX40M TACO TESA                 
17045;1200;CINTA ESTANDAR 24X40 IMPRONTA GRANDE JK           
17046;900;CINTA ESTANDAR 24X40-1 IMPRONTA PEQ JK            
17047;9700;CINTA INVISIBLE 19MMX33M PLEG N PREC TESA         
17048;1700;CINTA INVISIBLE 19MMX33M CLIKIT MEGA            
17049;3300;CINTA INVISIBLE BASIC 33MX15MM TESA               
17050;20600;CINTA MULTIUSOS 50MMX10M TESA                     
17052;5000;CINTA TESAF F CORTE 19MMX25M TESA                 
17053;27700;CINTA TRANSP-CERA 110X300 OUT DIMATIC             
17054;8200;CINTA-DOCUMENTO FILM 33/19MM TESA                 
17055;22000;DISPENSADOR 3300 GENMES                           
17058;13600;DISPENSADOR CINTA ESCRITORIO EXCELL        
17059;3800;DISPENSADOR CINTA PEQ DL1201 JK                   
17061;35100;DISPENSADOR DOBLE SERVICIO X1UND TESA             
17062;37700;DISPENSADOR EMPAQUE ECONOMY TESA                  
17063;12200;DISPENSADOR EMPAQUE X50MM FX-01 YIWU              
17066;11200;DISPENSADOR ESCRITORIO RF 53902 BASIC TESA        
17067;16600;DISPENSADOR GDE ARTESCO                           
17068;16800;DISPENSADOR GDE DL-20031 JK                       
17075;2900;DISPENSADOR PEQUE•O ECO-CLEAR TESA                
17076;5200;DISPENSADOR PQ ST02211 CLARK DIST                 
17077;23700;DISPENSADOR RF 3Y01 GENMES                        
17079;4800;DISPENSADOR DL-20051-KC1 CLARK DIST                 
17080;2000;CINTA ENMASCARAR BASICA 12X20 MM TESA             
17081;2400;CINTA ENMASCARAR BASICA 18X20 MM TESA             
17082;2900;CINTA ENMASCARAR BASICA 24X20 MM TESA             
17083;4100;CINTA ENMASCARAR BASICA 36X20 MM TESA             
17084;5100;CINTA ENMASCARAR BASICA 48X20 MM TESA             
17086;7400;DISPENSADOR MEDIANO 502 GIPAO                     
17089;138000;TABLERO CORCHO M MAD 100X80 F A O             
17096;85800;TABLERO ACRILICO+CABALLETE M MAD 120X80 F A O
17101;28600;TABLERO ACRILICO ALUMINIO 60X45CM F A O           
17105;309000;TABLERO ACRILICO CUADROS M MAD 120X240CM F A O    
17106;118800;TABLERO ACRILICO CUADROS M MAD 120X80CM F A O     
17107;61600;TABLERO ACRILICO CUADROS M MAD 80X60CM F A O      
17109;31500;TABLERO ACRILICO CUADROS M MAD 60X40CM F A O      
17111;108700;TABLERO ACRILICO M MAD 120X80CM F A O             
17118;21000;TABLERO ACRILICO M MAD 30X40CM F A O              
17119;30100;TABLERO ACRILICO M MAD 40X60CM F A O              
17120;44300;TABLERO ACRILICO M MAD 50X70CM F A O              
17121;57600;TABLERO ACRILICO M MAD 60X80CM F A O              
17123;22900;TABLERO CORCHO M MAD 30X40CM F A O                
17125;44500;TABLERO CORCHO M MAD 40X60CM F A O                
17126;82900;TABLERO CORCHO M MAD 60X80CM F A O                
17127;71500;TABLERO CORCHO M MAD 60X90CM F A O                
17128;146600;TABLERO CORCHO M MAD 80X120CM F A O               
17130;31500;TABLERO MINI MADERA 90X50 C CABALLETE F A O       
17131;64500;CABALLETE MAD 155ALX80ANC F A O                   
17133;47700;TABLERO CORCHO 60X45 ALBERTO  
17134;37400;TABLERO DOBLE MAGNETICA M0088A SYSABE   
17138;5400;COSEDORA MINI BLISTER X3 ST-631D POINTER                   
17139;6400;COSEDORA MINI PLASTICA 308 OFFIESCO                        
17140;17600;COSEDORA 1039 RANK 340                            
17141;13900;COSEDORA 1041 RANK 220                            
17142;16800;COSEDORA 1048 ERGONOMICA RANK 370                 
17143;6600;COSEDORA 1055 RANK 170                            
17144;6700;COSEDORA 1060 RANK 300                            
17146;6500;COSEDORA 170 NEGRA ECONO RANK                     
17147;3600;COSEDORA 2609-5609 MINI TRITON                         
17148;13600;COSEDORA 2610 COMPLETA TRITON                     
17149;15600;COSEDORA 990 RANK                                 
17150;17000;COSEDORA ALICATE BS-14-11 CLARK DIST              
17151;12500;COSEDORA ALICATE DL288 JK                         
17155;34000;COSEDORA BATES GBC 550C                   
17157;103700;NUMERADOR AUTOMATICO 6 DIG REF 206M GENMES
17161;9100;COSEDORA MED PLASTICA 314 OFFIESCO            
17166;31800;COSEDORA DL-390 SEMI INDUSTRIAL JK                
17167;39500;COSEDORA SEMI-INDUSTRIAL 100H 324 OFFIESCO              
17172;14500;COSEDORA ESSENTIAL METAL 1/2 TIRA MAPED 354311
17174;113600;COSEDORA GENMES INDUSTRIAL 190HJ RF 50LF SISMA    
17175;18700;COSEDORA GENMES MED 20H RF 5847 SISMA             
17176;11900;COSEDORA GENMES PEQ 10H RF 55A7 SISMA             
17177;105400;COSEDORA GENMES RF 50MF 150H SISMA                
17178;77900;COSEDORA GENMES RF 50SF 100H SISMA                
17181;65500;COSEDORA GENMES SEMI-INDUSTRIAL 5030 SISMA        
17183;15200;COSEDORA GIPAO GP-900 TIRA COMPLETA 
17184;10000;COSEDORA GIPAO PEQ GP-200         
17187;11600;COSEDORA GP GP206               
17188;92800;COSEDORA INDUSTRIAL M E01L 230H ARTESCO               
17191;48100;COSEDORA GP-290 INDUSTRIAL 100H             
17194;103100;COSEDORA INDUSTRIAL 110H HD110 EDAL               
17198;24800;COSEDORA KANGARO RF HP-210 FORMAS Y C             
17199;18100;COSEDORA KANGARO RF DS-210 FORMAS Y C             
17201;9600;COSEDORA MEDIANA METAL DL307 JK                   
17202;4600;COSEDORA MEDIANA SUPER 1 TRITON                   
17204;11300;COSEDORA METAL 2615 1/2 BARRA TRITON              
17206;7300;COSEDORA METAL PEQ DL306 JK                  
17207;8000;COSEDORA METAL PEQUE•A DL315 JK                   
17208;3700;COSEDORA METAL ST-1801 PLAST POINTER              
17209;6400;COSEDORA METAL ST-F5 POINTER                      
17210;8300;COSEDORA METAL ST-F7 POINTER                      
17211;13600;COSEDORA METAL T COMPLETA FSM EDAL                
17212;83500;COSEDORA METAL TENAZA CLASIC K1                   
17213;16200;COSEDORA METAL SUPER 1 TRITON                     
17217;3400;COSEDORA MINI CM-301                  
17218;5700;COSEDORA MINI 2237 SYSABE    
17219;2100;COSEDORA MINI DL328 JK                            
17222;4000;COSEDORA MINI 134 GIPAO                           
17227;2950;COSEDORA MINI METAL DL5134 JK                     
17228;1300;COSEDORA MINI NO 10 STAPLER                       
17230;4100;COSEDORA MINI 10H 306 OFFIESCO         
17231;4200;COSEDORA MINI VIVO MAPED
17232;4300;COSEDORA MINI ZENOA KORES                         
17235;8000;COSEDORA PLASTICA 1/2 BARRA 15H(STR 2201F) TRITON 
17239;55500;COSEDORA SEMI-INDUSTRIAL RF DS-23513QL            
17241;7500;COSEDORA ST04305A CLARK DIST                      
17242;12500;COSEDORA MED SISMAN 1021 CLARK              
17243;34200;COSEDORA ST4371 STUDMARK                   
17244;6900;COSEDORA MED DL2007 CLARK                     
17245;10100;COSEDORA 25H 60MM ST-1913 POINTER       
17246;10100;COSEDORA 25H 55MM ST-1920 POINTER                  
17247;11600;COSEDORA VERIKA-45 FORMAS Y COLORES               
17249;16100;KIT DE OFICINA TRITON                             
17251;19900;COSEDORA ALICATE SM-060-967 CLARK                           
17253;2100;BRAZALETE REFLETIVO HORIZONTAL SISMA              
17254;2100;BRAZALETE REFLETIVO VERTICAL SISMA                
17255;600;CORDON ESCARAPELA METAL-PLAST SURT SISMA                      
17256;500;CORDON MEMORIA AR1253                             
17271;400;BOLSILLO ESCARAPELA CARTA SISMA                            
17272;200;ESCARAPELA CEDULA SISMA                           
17273;300;ESCARAPELA CON PESTA•A SISMA                      
17274;100;ESCARAPELA CEDULA C-3 MASTER                        
17275;200;ESCARAPELA CONTRASE•A SISMA                       
17276;400;ESCARAPELA CONVENCION N 1 SISMA                   
17277;300;ESCARAPELA CONVENCION N 2 SISMA                   
17279;300;ESCARAPELA CONVENCION N 7 SISMA                   
17280;300;ESCARAPELA HORIZONTAL ECO RF 1050 FASOR           
17281;700;ESCARAPELA HORIZ-VERTICAL T065H SISMA             
17282;400;ESCARAPELA VERTICAL 9 2X10 8 1032 FASOR           
17283;300;ESCARAPELA SOAT SISMA                  
17284;600;ESCARAPERA VERTICAL 10 5X13 1034 FASOR             
17285;500;ESCARAPERA VERTICAL 8 8X13 2 1033 FASOR           
17287;200;GANCHO ESCARAPELA METALICA TQ-207 JK              
17288;100;GANCHO ESCARAPELA RF 23999 JK                     
17301;400;PORTA DISTINTIVO HORIZ-VERTICAL STDO SISMA        
17311;3500;PORTA DOCUMENTO P DURA H G                        
17312;6700;PORTA DOCUMENTO PLASTICO DESTISOL                 
17313;1900;PORTA DOCUMENTO VIP CARD WA-2036 PQUE•O D Q C     
17314;7500;PORTA EXP LONA TAPA 723 AR ACCESORIOS            
17315;14500;PORTA FUNCIONAL REF 1502 FABRIESCOF               
17316;800;YOYO CARNET PLASTICO STDO TQ-01 JK                
17332;1100;YOYO MATE- TRANSL,UNICOLOR SURT, SISMA            
17334;400;PORTA DISTINTIVO DOBLE FUNCION SISMA              
17335;400;PORTA DISTINTIVO METROLINEA TRASNP, SISMA         
17336;7700;FACTURA PEQUE•A VT-05-S 500340 NORMA              
17337;1300;FACTURERO 1/16 BOND C/COPIA X40H D Q C            
17338;800;FACTURERO 1/16 PERIODICO X50H FABRIFOLDER         
17339;1200;FACTURERO 1/16 PERIODICO X40H GDE           
17340;3700;FACTURERO 1/16 QUIM+COPIA             
17344;800;FACTURERO 1/32 BOND C/COPIA X40H D Q C            
17345;600;FACTURERO 1/32 BOND X50 N T O                     
17348;900;FACTURERO 1/32 PERIODICO X50H FABRIFOLDER         
17349;600;FACTURERO 1/32 PERIODICO X40H MED          
17350;2000;FACTURERO 1/32 QUIM+COPIA X80H  D Q C           
17351;2000;FACTURERO 1/32 QUIMICO X25J VERDE          
17352;600;FACTURERO MINI 1/64 PERIOD X50H  FABRIFOLDER            
17353;350;FACTURERO 1/64 PERIODICO X40H MINI       
17354;200;FACTURERO 1/72 MINI PERIODICO X50H N T O          
17355;14500;FACTURERO AUTOCOPIANTE 1/2 CTA 2514A LEGIS        
17357;2600;FACTURERO AUTOCOPIANTE X30 JUEGOS FABRIFODER      
17358;4200;FACTURERO AUTOCOPIANTE X50 JUEGOS FABRIFOLDER     
17360;3300;FACTURERO F P QUIMICO RF 20-16 DIST 2000          
17361;1900;FACTURERO F P QUIMICO RF 20-32 DIST 2000          
17362;2000;FACTURERO F P QUIMICO RF 20-40 DIST 2000          
17364;1000;FACTURERO MEDIANO BOND W A                        
17366;18800;FACTURERO VERT-AUTOCOP 2517A LEGIS                
17369;1700;ALFILER GALVANIZADO TERMOSELL TRITON              
17370;400;GANCHO CARNET IMPORTADO SISMA                     
17373;1200;GANCHO CLIP COLOR X100 8A          
17375;4200;GANCHO CLIP COLOR X200 AR1168 CLARK DIST          
17376;700;GANCHO LOTERO 2P UNID TRITON                      
17377;1400;GANCHO CLIP MARIPOSA GIGANTE X12 WINGO            
17378;800;GANCHO CLIP METALICO ESTANDAR TRITON              
17379;2500;GANCHO CLIP METALICO JUMBO GRD TRITON             
17380;2500;GANCHO CLIP METALICO MARIPOSA CTE X50U TRITON     
17381;2300;GANCHO CLIP METALICO MARIPOSA GRD TRITON          
17382;1000;GANCHO GRAPA 26/6 X1000GR 301 OFFIESCO              
17384;200;GANCHO LOTERO 1/2PULG TRITON                      
17385;200;GANCHO LOTERO 1PULG TRITON               
17386;600;GANCHO EXPEDIENTE PLAST TRANSP X1 ICOPEL          
17387;11900;GANCHO EXPEDIENTE PLAST TRANSP X20 ICOPEL         
17390;800;GANCHO GRAPA X1000 SYSABE 
17391;2900;GANCHO GRAPA COBRIZADA X5000 TRITON               
17394;4000;GANCHO GRAPA GALVANIZADA X5000 RAPID              
17395;2900;GANCHO GRAPA GALVANIZADA X5000 TRITON             
17396;3350;GANCHO GRAPA IND GALVA 23-08 X1000U TRITON        
17397;3700;GANCHO GRAPA IND GALVA 23-10 X1000U TRITON        
17398;5000;GANCHO GRAPA IND GALVA 23-12 X1000U TRITON        
17399;5700;GANCHO GRAPA IND GALVA 23-14 X1000U TRITON        
17401;1000;GANCHO GRAPA X1000 ST16001-998 CLARK DIST             
17403;2100;GANCHO LEGAJADOR CTE N 3 NORMA                    
17404;100;GANCHO LEGAJADOR X 1                              
17405;2100;GANCHO LEGAJADOR INSTITUCIONAL TRITON             
17406;2200;GANCHO LEGAJADOR PLASTICO TODY T-3008 STUDMARK    
17407;2900;GANCHO LEGAJADOR PLASTICO X10 DL-740 JK                       
17408;200;GANCHO LEGAJADOR PLASTICO X1 LEGIS                
17409;200;GANCHO LEGAJADOR TRANSP X1 TRITON                 
17411;300;GANCHO LOTERO 1-1/4P DL8353 -32MM JK                
17418;800;GANCHO LOTERO 2PULG 51MM ARTESCO                  
17419;600;GANCHO LOTERO 2PULG 8351-51MM JK                  
17420;700;GANCHO LOTERO 2PULG -51MM 8A              
17421;350;GANCHO LOTERO 32MM MR-0955 CLARK DIST             
17422;600;GANCHO LOTERO 41 COLOR X12 CLARK DIST             
17424;200;GANCHO LOTERO DL-25MM POINTER                     
17426;250;GANCHO LOTERO 1P DL8354-25MM JK                  
17427;250;GANCHO LOTERO COLOR DL69-404-25MM JK                     
17428;2800;GANCHO MANECILLA DL0021 6PULG JK               
17430;1700;GANCHO MANECILLA DL0023 4PULG JK                
17431;900;GANCHO MANECILLA DL0024 3PULG YIWU                
17432;1000;GANCHO MANECILLA METAL N-2 FABRIESCOF             
17433;1200;GANCHO MANECILLA METAL N-3 FABRIESCOF                       
17434;1600;GANCHO MANECILLA METAL N-4 FABRIESCOF           
17435;1800;GANCHO MANECILLA METAL N-5 FABRIESCOF         
17437;400;GANCHO VELOBIND GENERICO X1 SISMA                 
17438;6300;GANCHO VELOBIND GENERICO X25 SISMA                
17439;500;GANCHO VELOBIND X1 TIP AMER SISMA                 
17446;1500;GANCHO CLIP METALICO JUMBO ST-2005 STUDMARK       
17447;9700;GANCHO GRAPA IND GALVA 9/08 X3000 FANAGRA         
17448;1800;GANCHO CLIP METALICO JUMBO TOIT                   
17450;2200;GANCHO CLIP METALICO JUMBO WINGO                  
17451;300;GANCHO LOTERO 1 1/4 P UNID TRITON                 
17452;4700;GANCHO GRAPA 23-17 ST12317                        
17453;300;GANCHO LOTERO 25MM BS-1167 SBC CLARK            
17456;2300;SACAGANCHO GENMES RF 5090 SISMA                   
17457;1800;SACAGANCHO 302 OFFIESCO      
17458;19600;SACAGANCHO INDUSTRIAL RF 5093 SISMA               
17460;17500;SACAGANCHO KANGARO RF SR-300 FORMAS Y C           
17461;1100;SACAGANCHO MANGO DL806 JK                         
17465;6000;SACAGANCHO SEMI INDUSTRIAL RF 5091 SISMA          
17466;3300;SACAGANCHO START MAPED                      
17467;1600;SACAGANCHO TRITON                                 
17468;2300;SACAGANCHOS 271 RANK                              
17469;1800;SACAGANCHOS ARTESCO                               
17471;12500;SACAGANCHO INDUSTRIAL DL687-PL4380 CLARK          
17472;1600;GUIA CARTULINA AMA 105 X5 CTA 500225 NORMA        
17473;1600;GUIA CELUGUIA AMA PAQ X190 500390                 
17474;1600;GUIA CELUGUIA AZUL PAQ X190 500389                
17475;1600;GUIA CELUGUIA COLOR STDO PAQ X190 NORMA            
17478;9700;GUIA CLASIFICADORA ALFAB A-Z CTA 500877           
17479;4700;GUIA CLASIFICADORA COLOR 1-12 CTA 500878          
17480;10400;GUIA CLASIFICADORA COLOR 1-31 CTA 500879          
17481;11900;GUIA CLASIFICADORA COLOR 1-31 CTA IMPRENTAR       
17482;3100;GUIA CLASIFICADORA COLOR 1-6 CTA 500213           
17483;4900;GUIA CLASIFICADORA MENS ENE-DIC CTA 500876        
17485;1300;GUIA PARA FOLDER PTE X100 STDO FABRIFOLDER            
17486;1200;GUIA NORMAFOLD COLOR STDO X100 NORMA                  
17490;3300;INDICE 1725 RI-4 INDUCONTABLE                     
17491;4200;INDICE 2128 RI-5 INDUCONTABLE                     
17492;3300;INDICE 957-5 RI-17 INDUCONTABLE                   
17493;4700;INDICE ALFAB LEG AZ 1/2 CTA PAQX21 500221 NORMA   
17494;4300;INDICE BOSTON 1 RI-9 INDUCONTABLE                 
17495;4200;INDICE BOSTON 2 RI-10 INDUCONTABLE                
17497;1300;PORTA GUIA PLAST PAQ X10 500394 NORMA             
17498;3900;INDICE 13008 RI-11 INDUCONTABLE                   
17499;900;GUIA CELUGUIA  DE ALETA COLOR X100                
17500;4400;HUELLERO MED DE01617T01725 CLARK                           
17501;5000;ALMOHADILLA SELLOS MAX  
17503;3000;HUELLERO DACTILAR 560 OFFIESCO            
17504;800;ALMOHADILLA HUMED-ESPUMA DL528 YIWU               
17505;3200;HUELLERO 125 TIZIANO ICOPEL
17506;7200;ALMOHADILLA SELLO PLASTICA G PELIKAN              
17507;3900;ALMOHADILLA SELLO PLASTICA M PELIKAN              
17508;2300;ALMOHADILLA SELLOS N-3 NEGRA JK                   
17509;2000;ALMOHADILLA SELLOS POINT 186-BK ARGELIA           
17510;2300;ALMOHADILLA SELLOS N-3 AZUL JK                    
17511;4900;CUENTA FACIL 40GR ARTESCO                         
17512;2000;CUENTA FACIL AZOR 14GRM                       
17514;4400;CUENTA FACIL AZOR 42GRM                      
17517;2000;CUENTA FACIL CERA D2 PELIKAN                      
17520;3400;CUENTE FACIL 20GRS TIN-TRAZO                      
17521;3000;CUENTE FACIL 50GRS TIN-TRAZO                      
17522;3600;HUELLERO DACTILAR ARTESCO                         
17523;2400;HUELLERO DACTILAR RF 130 JK                       
17524;2100;HUELLERO MED MR 7801497618 CLARK                
17526;3900;HUELLERO DACTILAR DE0157/125 CLARK 
17527;2700;HUELLERO GP DIVER CLASS PEQ MARK                  
17528;1900;HUELLERO MED SMARK SK-1001 CLARK       
17530;2100;HUELLERO PQ-BENS BS1031 CLARK DIST                
17531;7000;HUELLERO PREVENT                          
17533;2500;HUELLERO BENSSINI- CLICKIT SM-1031                             
17534;4100;HUELLERO X1 PELIKAN                               
17535;3300;ALMOHADILLA S TINTA GDE ST6322 CLARK DIST         
17536;2300;ALMOHADILLA SELLOS N-3 VERDE JK                   
17537;12000;BITACORA 1/8 SENCILLA GOMEZUL                     
17538;10400;BITACORA CARTA SENCILLA GOMEZUL                   
17543;21000;DIRECTORIO ARG GDE NESSAN                         
17544;1500;DIRECTORIO BOLSILLO PU-128 JK                     
17545;13100;DIRECTORIO EJECUTIVO INDUCONTABLE                 
17546;10400;DIRECTORIO GRANDE HERNAN G                        
17547;5300;DIRECTORIO MEDIANO HERNAN G                       
17548;1200;DIRECTORIO NEGRO RF 72-XH-8222                    
17549;3400;DIRECTORIO ST-TB48-072 STUDMARK                   
17550;5300;DIRECTORIO SUPER IND PAPELERA                     
17552;9200;DIRECTORIO TELEFONICO NEGRO LEGIS                 
17553;9600;DIRECTORIO TELEFONICO TORNILLO RF 605 INDUCONTABLE
17554;2200;DIRECTORIO VERT PU-160 JK                         
17555;14200;FONO MEMO LIBX200 3505 LEGIS                      
17556;3600;LIBRETA PD 1/4 3C FABRIESCOF                         
17557;1900;LIBRETA 1/4 R-1 RF 615E INDUCONTABLE              
17558;3600;LIBRETA PD 1/4 CUADROS FABRIESCOF                      
17561;4500;LIBRETA ARG ECOLOGICA GRANDE D Q C                
17562;11600;LIBRETA PASTA GAMUZA R-1 POINTER                
17563;1200;LIBRETA ARG MASKOTIKAS-ESCARCHADA A-6 P DURA      
17564;1400;LIBRETA BOLSILLO HERNAN G                         
17565;1500;LIBRETA BOLSILLO JUNIOR HERNAN G                  
17566;2400;LIBRETA COSIDA UNICOLOR HERNAN G          
17567;1100;TACO BOND COLOR X160H HERNAN G            
17568;1400;LIBRETA DE NOTAS PQ 67100-SS-51100 CLARK           
17569;3400;LIBRETA ECOLOGICA 777-5 CLARK DIST                
17570;1400;LIBRETA F-72 FABRIESCOF                           
17573;10300;LIBRETA PASTA DURA DISE•OS R-1 POINTER   
